A_id;Size;Weight;Sweetness;Crunchiness;Juiciness;Ripeness;Acidity;Quality
34;0.52495193947575;0.449520114303945;0.695101968817906;0.652129846480829;0.509303888087372;0.528701015553368;0.645902987308543;1
35;0.457019379247549;0.36232979420155;0.21156413341635;0.504147056224424;0.522659198876958;0.827345328554434;0.418247374749146;0
36;0.301705021339439;0.617202851440617;0.438440835643667;0.554284893749812;0.579758624450805;0.443285995400231;0.382609833583405;1
37;0.818687084694566;0.42623070816241;0.159819224310221;0.584039626960003;0.506700043041925;0.568420738039205;0.31442221069242;1
38;0.394966582012676;0.284425096147482;0.797317244947137;0.43078289741786;0.546452920622218;0.560560545390422;0.327262167105674;1
39;0.622392493484728;0.364769583894861;0.591633231361278;0.550833626183167;0.806545912592095;0.189448861982661;0.661096343270222;1
40;0.615740154008726;0.440610207489327;0.450130999345719;0.589440758530744;0.477749905978553;0.39411146346041;0.560632269859677;0
41;0.501362859024717;0.396103772937858;0.622595577572931;0.679249387500485;0.521867706184339;0.564033107086741;0.676467388249349;1
42;0.414004088811178;0.340170970783623;0.658615678762718;0.478709334292619;0.415425254088338;0.543743721733119;0.36971993174668;0
43;0.587071551309073;0.610680983936441;0.533084487858073;0.548935254877765;0.326425032283935;0.235706097233448;0.499154142065083;0
44;0.817377730409259;0.765365115482879;0.31851746395865;0.547228917309744;0.454339037841099;0.531228909450816;0.668583348211076;1
45;0.529955519573076;0.549101894924648;0.483313679541134;0.803827420195672;0.401613665184035;0.20096224633213;0.572956841297763;1
46;0.491540196034147;0.493103986707179;0.460853807626586;0.590886130644307;0.558281299470127;0.468034125660113;0.177309718537308;1
47;0.425113079948307;0.764136750601752;0.342537590024014;0.512507687138565;0.587005606781814;0.624457091225931;0.701225405082573;0
48;0.281981991009284;0.602943292120027;0.412232815491398;0.495977185913107;0.565709795275693;0.644338403518757;0.531465164246294;0
49;0.445833582930683;0.727251756031155;0.32098573777016;0.507302994160648;0.445577671762667;0.616885175590272;0.685077949787109;0
50;0.310743804763601;0.593042483617499;0.580036953509789;0.334856101863435;0.422138789172404;0.55678556335636;0.326852109710467;1
51;0.497150066114152;0.416616580965586;0.35273790546618;0.431850938481443;0.565654487275357;0.518514002538808;0.584624416376879;0
52;0.626598506226708;0.358209388454991;0.258711493472013;0.723676593274002;0.468428012893426;0.445654707595639;0.545724416747021;1
53;0.616396978396532;0.414691379385081;0.568764826009753;0.621433083277669;0.548450183191405;0.532699513816698;0.403175216061524;1
54;0.749520202247064;0.287995162627129;0.285130242729426;0.329948308837106;0.715090107451275;0.577055422874652;0.517255413264909;1
55;0.677419438861993;0.502978671226901;0.337980258161927;0.657495102567627;0.573105937164353;0.378556364073477;0.64500254113194;1
56;0.661920199910507;0.510351154231794;0.491858272694976;0.461285761642789;0.388163981987381;0.610612480001716;0.254353992344898;1
57;0.608507693614012;0.47366365132695;0.610850231500582;0.534938488791938;0.370094803176301;0.647767877958848;0.671030313093972;1
58;0.492092167518524;0.546394559417126;0.456006902557844;0.665790537145873;0.722311161429908;0.419685349276636;0.384106515778476;1
59;0.588933440802061;0.587266746115127;0.396094490115065;0.396618327379677;0.659808309813161;0.396547535040501;0.559126859145553;1
60;0.271981759308164;0.657000778319796;0.554095185767717;0.508069504529052;0.682238548136917;0.314439583078059;0.333391339789447;1
61;0.182737081802569;0.614107332306656;0.451962588351672;0.340848661402113;0.484307488771757;0.691955830381344;0.445655868022166;0
62;0.281028938691364;0.447761964287567;0.627619300494926;0.568736079877821;0.455851128603956;0.500165582725678;0.598651246113092;0
63;0.561069214834037;0.368372911451148;0.456467917489623;0.269755542909144;0.426632821078896;0.512647752756343;0.484167840083257;1
64;0.362552705010906;0.461748643635821;0.631316286815116;0.422518094486335;0.559757436442122;0.529697722913487;0.421328626052664;1
65;0.264330033633243;0.633171134173368;0.712759006228743;0.474762517856164;0.573333582723889;0.0420349859163536;0.630062365360904;1
66;0.366038107147522;0.717248791835924;0.539235100455955;0.72695955332957;0.20753201948499;0.175845553528102;0.492536670813288;1
67;0.411706031189664;0.634417045124974;0.634042605658063;0.56462194657669;0.677669605264396;0.3346131918657;0.678446805746976;0
68;0.444210878145404;0.532589843891906;0.373207997812979;0.441255066165298;0.393039190742175;0.650772894140266;0.478524740272843;0
69;0.498012951394744;0.305371074722082;0.425327882473572;0.655531608272336;0.273733892685035;0.429957225902342;0.276175528337987;0
70;0.572488231661623;0.285074884501155;0.62031773669797;0.471118968579747;0.437114267085842;0.675694560761559;0.344479701349137;0
71;0.701140013102741;0.346938384592548;0.716679026730992;0.202110846552677;0.792894594431667;0.352948233250168;0.742276477211385;1
72;0.569000920477475;0.411254073143944;0.171239215229182;0.418966011481802;0.64089072131037;0.636991514213282;0.566295626446727;0
73;0.530393836975067;0.46461797969008;0.555580302314395;0.563918782513669;0.203031977358067;0.409161690226638;0.523003371292047;0
74;0.368200834297539;0.452367409737695;0.389019088146998;0.448689057096792;0.300329638716599;0.65542307528603;0.383805059227247;0
75;0.68684515117915;0.428244189298694;0.282224157218885;0.541818297924916;0.610162301441081;0.490447311186869;0.588027786689049;1
76;0.693423558008167;0.653500165241867;0.266202113353616;0.202028010977698;0.562667088427748;0.624868005666844;0.498238318450005;1
77;0.594853851837604;0.570923868733757;0.454280668797336;0.472846765229287;0.505702570893783;0.394891560559185;0.504993497587326;0
78;0.366839389338398;0.607462654286966;0.314328982054254;0.384678129257391;0.550304985962108;0.650739176668689;0.386570464728958;0
79;0.367621695008221;0.418851997529645;0.616970545368341;0.614123608050415;0.470884273462087;0.378327284222129;0.362330338407613;0
80;0.668133320971318;0.530370398891659;0.471174939675256;0.376263635391229;0.489946016607404;0.481763530517675;0.648050325643489;1
81;0.346681299813367;0.362380132821851;0.769065994359243;0.523230520577673;0.572488486254924;0.446788615935378;0.423313349796721;1
82;0.701187569060337;0.490306445220481;0.214600210702638;0.397354308917397;0.651562247761005;0.554722159129754;0.365960474013202;0
83;0.631509687995667;0.0706878639394162;0.5652978804426;0.646189592808925;0.461517177882346;0.32124030675316;0.610325107440774;1
84;0.657023578326044;0.391915114664851;0.418065775468956;0.557646356554644;0.462806024757579;0.701923091810209;0.475236102494941;1
85;0.491322845776394;0.344363226968579;0.349040425076966;0.545764229748577;0.514473440285275;0.760290059542779;0.40356932592853;0
86;0.666861505067328;0.457087058889636;0.36861186276756;0.561120936158384;0.474446877359156;0.654596806695299;0.494992497823513;1
87;0.56610226785791;0.49182984537263;0.542727056722524;0.38619453950049;0.53896005278498;0.346110959653011;0.580358255639439;1
88;0.420715145789189;0.521540373465401;0.367662876148393;0.480749464268159;0.516532020399872;0.648959677901571;0.449627871410237;0
89;0.622508849205335;0.561658152313535;0.365848855682262;0.534501913620913;0.479028512877131;0.468494685145639;0.490791246844551;0
90;0.565615253775489;0.602263535668984;0.312117144083232;0.535359739108465;0.500978311765913;0.527051859727965;0.280474883239917;1
91;0.481053901197166;0.462787940365274;0.49470098918083;0.510828070478435;0.604022615666313;0.475800757307168;0.169933156444869;1
92;0.476468255069613;0.364629268110806;0.451024273502838;0.620360843063843;0.465543808256444;0.624172080323116;0.575534048721115;0
93;0.373303320876698;0.377767852096329;0.807662637020794;0.405334814759433;0.496949057407646;0.498229679373775;0.367419509197667;1
94;0.53467054303866;0.390996025240796;0.141347480493699;0.455465903574763;0.561788302112167;0.850456173606309;0.368369143961662;0
95;0.628725600502614;0.489442178379888;0.433814023930945;0.585306565352956;0.430702083091465;0.404709762144573;0.600938713792794;1
96;0.481896847430325;0.387784117723892;0.400504913914084;0.428503124688223;0.719447548630256;0.696352082631667;0.37299993160387;0
97;0.660497336032406;0.477089324224145;0.402999808444933;0.510523528282546;0.682978642091362;0.395451377849863;0.722288965371589;1
98;0.512636408613522;0.597267713024502;0.359356850357036;0.671619992498545;0.117065363176707;0.405418618671872;0.330245017093349;1
99;0.441978747311609;0.608398630304696;0.516544182844741;0.388065552599456;0.498251920701633;0.543139305100933;0.337455593795453;1
100;0.410849337719577;0.493822955985982;0.529778633661877;0.580397067818102;0.597311291323428;0.503262243394921;0.506228423757962;1
101;0.445511522636443;0.391412490793536;0.709479308601318;0.50991647549469;0.550717101705883;0.519125448093158;0.42429659051063;1
102;0.385739225656826;0.283487336744972;0.552847956974852;0.572770238463834;0.426098233455396;0.510402682458458;0.243217927982889;0
103;0.382382742902203;0.612492655665349;0.540033709450771;0.493681649203583;0.609303884995741;0.442251276786699;0.380795847688539;1
104;0.411500100108865;0.551815728295615;0.667997125516368;0.58059029476264;0.520741163625704;0.397586392884452;0.633914903110317;0
105;0.496020736051139;0.44148036510996;0.469777919870803;0.401775196056093;0.306909256658488;0.544468453858385;0.36483515629828;0
106;0.473999749441328;0.440685210418499;0.658317566587352;0.66846805919574;0.614658152532205;0.489961587219713;0.697267338092109;1
107;0.623891192050449;0.370500571869902;0.408736153285205;0.366480493282465;0.585143636455178;0.456291457069815;0.482488514057082;1
108;0.537598706495773;0.317974070964688;0.48637348231434;0.54845230053362;0.160411675792698;0.512478191228434;0.374530995661921;0
109;0.648890610407927;0.318558829990594;0.538490148366951;0.513419050164652;0.330773671244688;0.606719840911606;0.453380455878933;0
110;0.633615960650142;0.458310158234083;0.494142575353703;0.413915305627798;0.363550183096014;0.682869443344889;0.365157997110728;1
111;0.438014326404614;0.533266479999158;0.519390975324678;0.626304288127958;0.559827270980302;0.505262763053724;0.461172045580565;1
112;0.605042863653293;0.2193005519533;0.414143574009181;0.238673827106539;0.767703776634019;0.485867748743468;0.5980827113357;1
113;0.377694778745292;0.425588794737645;0.477589449113556;0.477979591626121;0.537344961188504;0.441185558745859;0.859625537127286;0
114;0.401200493864571;0.357031090258511;0.363812507848192;0.475207263538236;0.713506723605846;0.525576039385292;0.844986353469572;0
115;0.535229678743335;0.428799611807255;0.460264031117769;0.614318097672404;0.621718595537489;0.488070574758166;0.610479212724525;0
116;0.449914251283287;0.315437595511434;0.300663659866437;0.397275933115956;0.725407050556855;0.695029114633461;0.530684599447911;0
117;0.420724199142681;0.464652931651647;0.456515275844357;0.584100521475871;0.33391095235618;0.508796478189323;0.671485038663238;0
118;0.30546890050204;0.672159101439098;0.476750416892424;0.458087486827077;0.621248284720429;0.352786699161065;0.297120528000582;1
119;0.483823731129917;0.350154491386352;0.438678923029702;0.524298810418038;0.257049783782474;0.581522184076749;0.371127092373436;0
120;0.244564957126769;0.487695390312732;0.62605278660413;0.607413554847596;0.421585596684716;0.51983930361469;0.6015742181576;0
121;0.470221652842131;0.54348886612995;0.382940712042647;0.533576297630409;0.40401076777147;0.548789388203703;0.501867536417861;0
122;0.291250911466937;0.486842908277827;0.436212481026575;0.477434755922291;0.445619309351771;0.62743188974309;0.375975530255578;0
123;0.578794424450483;0.423535562388916;0.410897244730468;0.602863325647346;0.239739590891477;0.505909699566711;0.477888827105559;0
124;0.53410334084662;0.378643372853735;0.318090106235645;0.644777341353053;0.45007741448165;0.378632054199353;0.385313829017141;1
125;0.363075071322773;0.467722511725228;0.790119097121955;0.45303988446708;0.564674004314124;0.435238219307067;0.393706435776893;1
126;0.36186715057515;0.5488283054004;0.538470557882056;0.499210821181936;0.615692074182699;0.395118308630325;0.720721264134538;0
127;0.253441131639277;0.552718626381775;0.646459591844031;0.449662735854724;0.686937268893127;0.370221473957068;0.794062318124065;0
128;0.346442428572104;0.522649516160689;0.438678484954163;0.50962744974506;0.591859628560339;0.633668398242893;0.509837818239573;0
129;0.441719002745391;0.443018048413838;0.552745254825804;0.636859946275538;0.440198615124789;0.375056580110181;0.704558987685523;0
130;0.274968366629518;0.41071152210182;0.57948241747639;0.402006339887465;0.793028196032393;0.461149496821622;0.747578616193938;0
131;0.656109159088025;0.678685893691026;0.423168160494797;0.644527608733357;0.265766429195459;0.431192104095334;0.629516736425167;1
132;0.360240800875797;0.47557747921222;0.689493347225963;0.397392414105293;0.389387081130251;0.549581011327454;0.46409033016671;1
133;0.853549586102527;0.355639623332829;0.387221673253333;0.5087322819997;0.416398819975769;0.599259908043469;0.598259031457974;1
134;0.537256289321767;0.317758331713288;0.333846876257871;0.56119476801754;0.469899179318425;0.608676886057936;0.249903045326723;0
135;0.636815712763414;0.54423368498306;0.463306176123312;0.401705799473056;0.672248155538885;0.378335814086606;0.645075582126369;1
136;0.528941326841913;0.506826667691681;0.388506573754192;0.442874304729792;0.499534728391156;0.446187703155559;0.577013171764172;0
137;0.546947120568914;0.328701040850874;0.507699708106349;0.429285364155116;0.233598209222113;0.478480387039112;0.275289105758161;0
138;0.466933282805827;0.624725038694062;0.418883637103726;0.602482259289312;0.494841922405025;0.556043880565833;0.655228062388713;1
139;0.529777259834965;0.596027545950496;0.548273684483729;0.538488394597436;0.47117408819127;0.480837914825418;0.324253741955032;1
140;0.608346894399466;0.358439586507379;0.277124657553127;0.585887841224535;0.334642747683045;0.668380549694382;0.420701643204266;0
141;0.342754866540422;0.312319877958555;0.433769684778055;0.516072248031794;0.281824971432475;0.585862021472426;0.230155713786569;0
142;0.620382631676638;0.50940215404946;0.325237915390705;0.407029200072944;0.641071866865846;0.429843272890447;0.52028180477451;0
143;0.447702968254591;0.542588645361975;0.526579689039011;0.606244796774564;0.406035776076717;0.470513065224222;0.530642790255093;0
144;0.445069400784397;0.445925205547875;0.42353508866265;0.478189227600515;0.558352942612357;0.552348328649316;0.605741319943446;0
145;0.264173515706534;0.432143213766548;0.549563095512228;0.46378903566699;0.767419136934699;0.527460007736659;0.778652950323417;0
146;0.626952588187847;0.349331009175513;0.57148774575428;0.777682431065863;0.732073948464503;0.461228184939718;0.457572875947453;1
147;0.414716092217998;0.382060836060653;0.694080888364247;0.541182895552955;0.720862157195611;0.424893235434045;0.320743741555638;1
148;0.635194537030578;0.698739851451103;0.412475106835092;0.411969191630209;0.485957279047015;0.465269996982047;0.721322071345808;1
149;0.555165018053228;0.440782808890013;0.430572467663461;0.633022182845133;0.659537075185105;0.579843555944691;0.597326560640204;1
150;0.615076576004786;0.282917365099311;0.517695105557224;0.520033355385384;0.610007135940256;0.340146699696025;0.568956851068788;1
151;0.345830898389291;0.509009423170487;0.35916267452358;0.596724778233243;0.149463878132176;0.496657961059292;0.467669489636593;0
152;0.541656741169619;0.657849475511138;0.511677862506247;0.332222849137274;0.397880352461934;0.656500528015341;0.473304733960223;1
153;0.246643639792318;0.569375623368682;0.630879566423823;0.441640629006436;0.68308600189937;0.464108160094432;0.703716497185564;0
154;0.403062327007356;0.382137094422233;0.558846639052364;0.494019098600541;0.304780781673886;0.488921948833861;0.335120624003331;0
155;0.23847133618692;0.530141527752351;0.72140096413924;0.347838612177222;0.504915254454165;0.475080756897583;0.333293779387165;1
156;0.671302732777948;0.49219172836241;0.283360061695059;0.451264753025673;0.478783203074591;0.315563173030889;0.581929704706558;0
157;0.389138806654917;0.467157059589872;0.527636495822724;0.648151796346141;0.282390327236393;0.586472963608923;0.493251311096259;0
158;0.562237230565557;0.40729841303371;0.222269032222639;0.476264922741603;0.584478945801471;0.67095257683679;0.496853751287924;0
159;0.528101890252837;0.53255330220022;0.475188224899804;0.604875399130298;0.623526725938209;0.414035319064795;0.153510749261293;1
160;0.304459306803055;0.487010802077448;0.22367297163107;0.488902704634083;0.192790884714107;0.756108784727611;0.433545398227056;0
161;0.76770618091245;0.627947393207601;0.489181198878211;0.903328172610372;0.125962878074539;0;0.729074040019649;0
162;0.571811420284456;0.451693454967001;0.578761816825693;0.572319178005102;0.531710733871408;0.555498692845245;0.649200240600368;1
163;0.627864619917902;0.477580723002744;0.302952912861653;0.508969622581357;0.437479874421124;0.457968681111782;0.598159027744642;0
164;0.428798632328166;0.520519418135145;0.441278223102237;0.603224885916661;0.472834574233616;0.604459206866171;0.469676553780429;0
165;0.501773359488075;0.694405904193986;0.505166929047048;0.702340262328751;0.383583319657769;0.168878028422612;0.60124828590216;0
166;0.459935212188555;0.388879301751059;0.465142396084345;0.591854817486243;0.331013915650197;0.634989474531744;0.343510886028024;0
167;0.575310912553413;0.506306469544001;0.493310426412377;0.530951318962598;0.498845410796575;0.602700940258359;0.332812976340536;1
168;0.690810093768068;0.550248257798422;0.395735600441184;0.689615213972772;0.424046071776566;0.391626977293958;0.556412395649085;1
169;0.367743623498421;0.384326323113312;0.692921975012252;0.402457540164306;0.37963808126848;0.658445085330785;0.345422491567886;1
170;0.593332501965248;0.353894048736997;0.571305989546993;0.60381144577198;0.422421031507099;0.307085206920294;0.583652350059796;1
171;0.333587288752062;0.394006644347818;0.425921755248677;0.444856809388404;0.411785930396071;0.549871615541484;0.642982989678388;0
172;0.518211707622463;0.554418946448997;0.519823110279148;0.549329573974224;0.433953551562543;0.606633236937012;0.477186530534626;1
173;0.469589089577111;0.354324126991412;0.30584074856575;0.56192252449175;0.38389455256018;0.871039363418655;0.335168656386604;0
174;0.547270572654173;0.463094322052962;0.71340483146196;0.418684536421937;0.354172981860473;0.617507256342858;0.697327639266891;1
175;0.305811432662914;0.514856412141873;0.688401062653935;0.373110231073216;0.592211980603367;0.42831311196396;0.324197258536144;0
176;0.65168431025734;0.379246329699286;0.688843655653944;0.541962075474943;0.353411702580629;0.316283211448674;0.419661437707073;0
177;0.447809041685725;0.648697230135172;0.61114686109207;0.383389127025722;0.442702812405382;0.426449029457325;0.349180834303536;1
178;0.300678809050883;0.435325025525467;0.393829241895938;0.455356936492499;0.530190172040006;0.705428162195214;0.486216506902861;0
179;0.560188511456861;0.348665604884024;0.543637095163116;0.634557238988451;0.63881943024066;0.538300094062161;0.416038032184812;1
180;0.688368119939745;0.376254749951914;0.555125477639429;0.661634399033262;0.372999859587732;0.64738795920548;0.663972211182931;1
181;0.408117909122829;0.328704510870379;0.768238675100883;0.546034624296441;0.549417774502207;0.516312065061199;0.497286233576616;1
182;0.33900002022692;0.512556017793406;0.449358049233307;0.363550628577369;0.495280841162567;0.699386762763499;0.407460863628427;0
183;0.346323507368349;0.452003522893564;0.663044928656439;0.418716151329271;0.495454509698866;0.472406202405237;0.308161784734765;1
184;0.161025498080705;0.489587831722228;0.483280490929247;0.575458142812677;0.548523295683727;0.735546130104918;0.621718582505934;0
185;0.504838059856838;0.432682361169595;0.160454561051913;0.322208294603041;0.804098650620253;0.646264449772031;0.666531100745177;0
186;0.407735259231209;0.68134589902581;0.443868844486116;0.430076611506049;0.276519746016054;0.517371438709095;0.628997945063303;0
187;0.32514942942884;0.458697641118119;0.369664819038353;0.39523187258427;0.41021990725853;0.741371156788381;0.356892662084365;0
188;0.33178314781786;0.42761283051659;0.717472777933057;0.457085899657975;0.629245772973265;0.432714977140172;0.21295180099701;1
189;0.329455087695897;0.446293897593166;0.59601317563829;0.436656511746159;0.572066816246211;0.662374395541792;0.433258351807034;0
190;0.49554926791299;0.438627327730518;0.59963705421236;0.515103697497889;0.463852801664306;0.609274478996978;0.550475163115957;1
191;0.743183363798365;0.480782609470533;0.168157211679932;0.402712651978608;0.652250513525738;0.59246698459751;0.469867887282905;1
192;0.401256441134525;0.600486437401832;0.46429330078652;0.417088050548976;0.365194106251329;0.581476236283661;0.545970301481829;0
193;0.370156061043095;0.495354091737689;0.463148163866475;0.477498275318398;0.580338028040022;0.543544405737275;0.504383528774725;0
194;0.310817403808531;0.497819198725458;0.603362084074214;0.493777197403728;0.521782496935898;0.477247386283319;0.545217609131803;0
195;0.623443725042328;0.453168496629346;0.552997106058444;0.531741643748018;0.478230994806085;0.176765472951187;0.775586096248126;0
196;0.467313027637942;0.529207387590078;0.519464856730439;0.414683114359447;0.366185544691649;0.626531710924566;0.452059360070553;1
197;0.404004633548005;0.58315281296263;0.600657384971288;0.52270182165327;0.551239477162384;0.432365676510959;0.458273042347396;0
198;0.396422996536363;0.407464751723039;0.466973683041999;0.424761989026343;0.633171443815544;0.453845620664017;0.833965996441153;0
199;0.234160605516474;0.40748414168572;0.511762333387744;0.551178163232094;0.416131298306323;0.582325307199781;0.674945011989658;0
200;0.439454240939682;0.437793900433267;0.392759558193372;0.424078235256161;0.589075274595246;0.552123320483693;0.600109021037149;0
201;0.203704407526704;0.566855166772397;0.694981605962102;0.512210946383641;0.613054497943825;0.469577085504686;0.747274916466589;0
202;0.608888345802412;0.319437807707794;0.671742021761028;0.57049506371706;0.654612272694287;0.195580815570568;0.685737495663916;1
203;0.317953127278;0.580226028550084;0.283662711904958;0.429268076581975;0.443804388994303;0.757264856351247;0.475426790917793;0
204;0.544997111675178;0.49504928432484;0.662220447129788;0.542677416656848;0.542337222314196;0.525748084802531;0.562288884837571;1
205;0.53481251331953;0.396548518794096;0.39955441516939;0.59019226741059;0.336163805751215;0.513488665952537;0.367637482775178;0
206;0.208270823778559;0.485231526547701;0.500372384367417;0.468926427505337;0.697079630981068;0.637154440409972;0.610916636785152;0
207;0.858726464833602;0.527053824585405;0.423565261539315;0.673814117495674;0.781359584862989;0.284605678461094;0.504981191543665;1
208;0.597183040881312;0.295841639369573;0.743244069781092;0.448504353791777;0.374930808100816;0.649729219329309;0.451449934709267;1
209;0.456577924304586;0.455105715076571;0.274887421299257;0.387590057024908;0.429085779755787;0.771396366676834;0.336947390299797;0
210;0.478525580565528;0.490580766938628;0.521429904737221;0.700647469932534;0.581078972343032;0.524685367501492;0.551460123602849;1
211;0.522887696623582;0.450151462576457;0.38525242121353;0.417463473725283;0.377009786150459;0.513526686822483;0.289644372592818;0
212;0.700815500394544;0.245863275853824;0.43653736389037;0.258195014572588;0.567155322250712;0.583929170988037;0.634908250464779;1
213;0.483812671222389;0.547699285669276;0.480159593687679;0.59908942077434;0.678185321408066;0.421091462579508;0.275045754308408;1
214;0.444601558899848;0.424032555978939;0.774913932933039;0.600101494155354;0.58241566880924;0.29532380219517;0.383356619975918;0
215;0.720132852997925;0.481261076043443;0.354016674944248;0.701157689319793;0.378245947433694;0.446418291734032;0.598561439569286;1
216;0.493644390737993;0.480135514276706;0.45908084296996;0.556830557597179;0.45995984395342;0.593914041585686;0.462124173602629;1
217;0.643039092732789;0.619633632405665;0.516241240458881;0.390380268741061;0.580088979090057;0.380983941812928;0.672568446736337;1
218;0.534786887990772;0.433967576907878;0.489140894948914;0.675606239689245;0.45773446480123;0.253419424209432;0.50576525110722;1
219;0.507493531772201;0.358098442185305;0.696143195244985;0.493972051415694;0.474146064603442;0.595804706707232;0.371657603387083;1
220;0.55003538210833;0.515298555560758;0.510929509133343;0.602346454662188;0.738499533252888;0.167070884337402;0.608589467052497;1
221;0.65727269947754;0.682938091943727;0.403212211401066;0.304251143508436;0.386698960478866;0.555685553752207;0.544459834117627;1
222;0.567803453872693;0.482939661736534;0.442752842867642;0.629175669228917;0.490133216206428;0.328219782537497;0.619079640567097;1
223;0.489784997095528;0.425197080661555;0.675589582247976;0.214094111943192;0.706050320879196;0.261697577012064;0.56835443750589;1
224;0.57357295050771;0.491711409705999;0.587985752927664;0.417172832023472;0.496422148209567;0.334605537182017;0.66456615407826;1
225;0.379815378438985;0.349600554748427;0.451089450521721;0.312607739734115;0.537204302640191;0.728352466280643;0.178713958095902;0
226;0.570649871623859;0.438114565890895;0.404242344335687;0.559242414417463;0.463983820627674;0.444037493236137;0.590999880794294;0
227;0.449829892889833;0.298198318061902;0.213889411850827;0.390933583696553;0.177356420132172;0.607561052601921;0.0381227015052585;0
228;0.395893672744538;0.46738823735247;0.572600914012004;0.749233669779038;0.669535856983495;0.44869271168962;0.565016848250195;1
229;0.435711441694864;0.571680584443336;0.50220261943132;0.564737831803405;0.235892950838461;0.297598004939235;0.469314103247642;0
230;0.432614907149014;0.637937414533001;0.2816674736884;0.587127493660158;0.464112650236143;0.557706361700002;0.542815311659888;0
